id,chunk_id,paper_id,arxiv_id,paper_title,primary_category,section_name,question,ground_truth,reference_context,question_type,generator_model,generation_status,created_at
29a21e0d-ebdf-4dae-b81d-115e8a7aa366,3142fcaa-1855-4606-8864-361fb83e60f0,430de4ef-8a49-4bcc-b86a-6d7667d00aea,2605.14705,Towards Continuous Sign Language Conversation from Isolated Signs,cs.CV,Details of Isolated to Continuous,"During the inference phase of the Isolated to Continuous framework, how is the DDIM sampling process executed at each respaced step, and how is the resulting converged sample utilized?","At each respaced step $t$, given $x_t$, the prediction $\hat{x}_0$ is first composed with the temporal context to keep frames pinned to the duration-adjusted pseudo sequence, and then the deterministic DDIM update is applied with $x_t$ and $\hat{x}_0$. This reverse process is initialized only inside the boundary region. The final converged sample $x_0$ represents the refined gloss-pair motion, which is used as the building block for sentence-level stitching across all consecutive gloss pairs.","At inference we use DDIM sampling~ with on a respaced subset of timesteps. The reverse process is initialized only inside the boundary region: At each respaced step , given , the prediction is first composed with the temporal context to keep frames pinned to the duration-adjusted pseudo sequence, and the deterministic DDIM update is then applied with , The final refined gloss-pair motion is the converged sample , which is used as the building block for sentence-level stitching across all consecutive gloss pairs.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:26:26.331933
a8bc66f2-be47-43d0-88e1-8ec9a9d05d56,bdc0ac97-63e1-40d7-8af2-120b0ae83372,430de4ef-8a49-4bcc-b86a-6d7667d00aea,2605.14705,Towards Continuous Sign Language Conversation from Isolated Signs,cs.CV,SIGNAVOX Dataset,"In the SIGNAVOX dataset preprocessing, how does the coarse-to-fine articulation-frame selection pipeline isolate the core lexical articulation of a sign from an isolated sign clip?","The pipeline first performs feature-based coarse boundary estimation by calculating a frame-wise motion-energy signal from smoothed temporal derivatives and combining it with arm-posture gating to suppress low-activity segments. Next, a two-stage VideoLLM-based refinement procedure is applied to the cropped segment, utilizing a visual prompting strategy that overlays frame indices on each frame. In the first stage, the model predicts an initial contiguous articulation span, and in the second stage, it refines the boundaries of a candidate-focused clip centered around that span to remove residual non-signing segments.","We construct , a large-scale sign video lexicon with canonical gloss labels for scalable sign language conversation modeling. Table~ summarizes dataset statistics in comparison to existing ASL datasets, and ~-(a) illustrates the overall collection and preprocessing pipeline. Following previous studies~, we construct a video–gloss dictionary. To ensure generality, we collect data from four web-based sign language dictionaries~ that provide sign demonstrations performed by native signers, as well as two public datasets~, rather than relying on a single dataset, thereby achieving broad vocabulary coverage. This results in a one-to-many mapping, where each gloss is associated with multiple video samples. Details of our dataset are provided in the Appendix~. To mitigate spatial misalignment and domain shifts inherent in multi-source videos, we adopt a normalized 3D representation. Following~, we estimate part-specific 3D parameters for the body, hands, and face to explicitly capture fine-grained manual and non-manual cues. We estimate full-body motion using SMPLer-X~ with SMPL-X parameters~, model hand articulations via Dyn-HaMR~ based on MANO~, and estimate facial expressions using EMOCA-v2~ based on FLAME~. For each gloss clip , we represent its -th frame using a unified 3D motion feature vector that concatenates body, face, and hand parameters. Specifically, where . Accordingly, the frame-wise motion representation of is denoted as , where is the number of frames in . Modeling natural co-articulation in sign language videos requires identifying frames that correspond to the core lexical articulation of each sign~. We introduce a coarse-to-fine articulation-frame selection pipeline to isolate the core articulation while discarding preparation and retraction segments. First, we perform feature-based coarse boundary estimation to remove long non-signing intervals and narrow each isolated sign clip to its effective signing region. Given an isolated sign clip represented as motion features , we estimate a frame-wise motion-energy signal from smoothed temporal derivatives and combine it with arm-posture gating to suppress low-activity arm-down segments. The resulting signal is used to estimate coarse temporal boundaries , which are further refined in the next stage. Based on the estimated coarse boundaries , we crop the corresponding video segment and apply a two-stage VideoLLM-based~ refinement procedure to identify the core lexical articulation. To facilitate more accurate temporal reasoning, we adopt a visual prompting strategy~ that explicitly overlays frame indices on each frame~ (e.g., `` ''). In the first stage, the model predicts a contiguous articulation span ( ), which provides an initial estimate of the articulation interval. In the second stage, we present a candidate-focused clip centered around the predicted span and further refine its boundaries by removing residual non-signing segments. For fingerspelled cases such as alphabet letters, where a single canonical handshape is often sufficient, we select one representative frame. As a result, the final articulation-preserving representation is obtained as or single-frame feature. In the following section, we notate as , and define the adjacent gloss-pair sequence as as .",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:26:39.666717
fffc0de7-a430-470b-94f2-060955f9160d,f78a3e0e-fa58-4e25-b6b5-542f75ed07f7,430de4ef-8a49-4bcc-b86a-6d7667d00aea,2605.14705,Towards Continuous Sign Language Conversation from Isolated Signs,cs.CV,Limitations \& Future Works,"According to the authors, what are the specific limitations of their evaluation protocol for generated sign conversations, and what proxies does it currently utilize?","The current evaluation protocol is limited because it cannot fully measure linguistic correctness, non-manual expression, discourse-level coherence, or human-perceived naturalness. Instead, it relies on proxies that measure motion quality and semantic recoverability. To overcome these limitations, future evaluations will require the involvement of expert signers and members of the signing community.","While our framework provides a step toward sign-centered generation and interaction, several limitations remain. First, our dataset and models rely on 3D motion features extracted by existing body, hand, and face reconstruction models. As a result, the quality of the resulting motion representation is bounded by the accuracy of these estimators, particularly in challenging cases such as occlusion, fast hand motion, or low-resolution videos. Improving sign-specific 3D reconstruction remains an important direction for future work. Second, although our representation includes facial parameters and captures limited non-manual signals, it does not fully cover the rich non-manual components of sign language, including gaze, head movement, eyebrow motion, mouthing, and other grammatical or affective cues. Future work should incorporate more expressive representations and explicit modeling of non-manual signals to better capture the linguistic structure of signing. Third, our spoken-language-to-gloss conversion follows SignStream-style annotation conventions. This provides a consistent rule set for constructing gloss sequences, but also limits the framework to a particular glossing style. Extending the pipeline to accommodate different annotation conventions, glossing style. Extending the pipeline to accommodate different annotation conventions, sign languages, and community-specific variation is an important future direction. Finally, evaluating generated sign conversations remains challenging. Our evaluation protocol provides useful proxies for motion quality and semantic recoverability, but it cannot fully measure linguistic correctness, non-manual expression, discourse-level coherence, or human-perceived naturalness. More comprehensive evaluation with expert signers and members of the signing community will be necessary for future sign-centered conversational systems.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:27:14.065623
f42233ca-2480-4309-8ef0-50f96561f40e,e8e23f1b-c8fc-4934-b1e7-bf1860bc0c7c,430de4ef-8a49-4bcc-b86a-6d7667d00aea,2605.14705,Towards Continuous Sign Language Conversation from Isolated Signs,cs.CV,Details of Spoken Language to Gloss,"In the described Spoken Language to Gloss pipeline, what are the specific configuration limits for SPLADE representations, and how are the retrieved candidates processed after the first-stage retrieval to select the final examples for the translation-memory prompt?","SPLADE representations are configured with a maximum input length of 256 tokens, retaining up to 128 document terms and 64 query terms. Following the first-stage retrieval, the top 30 candidates are passed to a second-stage reranker to compute a final combined score. Finally, these candidates are deduplicated using normalized English sentences, and the top 6 examples are selected for the translation-memory prompt.","Anonymization is applied only to the retrieval index and retrieval queries; the original English utterances, retrieved demonstrations, and target gloss sequences are kept unchanged in the LLM prompt. Named entities are detected using spaCy~ and replaced with coarse placeholders: ``someone,'' ``some organization,'' / ``some place,'' ``some facility,'' and ``some group.'' For overlapping entity spans, we retain the longest span, and apply the same rule when multiple spans share the same start position. For first-stage retrieval, BM25 uses and . SPLADE representations are computed with a maximum input length of 256 tokens, retaining up to 128 document terms and 64 query terms. BM25 and SPLADE scores are normalized independently with per-query min--max normalization and combined as where . We pass the top 30 first-stage candidates to the second-stage reranker, and compute the final score as Finally, we deduplicate candidates using normalized English sentences and select the top 6 examples for the translation-memory prompt.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:28:13.024568
c8e252f6-a7ed-4bdb-afc2-047b9844d7ca,7efd7232-e9f3-4850-a27b-08194293bf17,430de4ef-8a49-4bcc-b86a-6d7667d00aea,2605.14705,Towards Continuous Sign Language Conversation from Isolated Signs,cs.CV,Details of Sign Language Conversational Model,"In the described sign language conversational model, how is the plan-to-flow conditioning processed and integrated into the flow-head memory, and how is its contribution managed during training?","To implement plan-to-flow conditioning, the pre-motion gloss planner outputs log probabilities over the gloss vocabulary, which are converted into a soft gloss embedding by taking the expectation over a learned gloss embedding table. This resulting embedding is then passed through a projection MLP and added to the flow-head memory. During training, the contribution of this semantic conditioning path is multiplied by a curriculum weight that linearly increases to its final value.","Table~ summarizes the architecture hyperparameters used for . The model uses block-wise autoregressive generation with a Qwen-style causal Transformer decoder and anatomy-factorized flow heads. We train in the single-turn response generation setting. Each training example consists of one source sign turn as context and the corresponding target response. The model is trained to generate assistant responses, and context dropout is disabled in this setting. Table~ summarizes the optimization and data settings. Table~ reports the weights used for the auxiliary losses and curriculum schedules. The model is trained with conditional flow matching as the main motion generation objective, together with boundary prediction, CTC-based gloss planning, post-motion CTC, and landmark gloss supervision. The boundary-rate calibration term aligns the average predicted boundary frequency with the empirical target frequency within each batch: where ( _ ) and ( _ ) denote the mean predicted sentence-end and turn-end probabilities over valid blocks, and ( _ ) and ( _ ) denote the corresponding target rates. For plan-to-flow conditioning, the pre-motion gloss planner outputs log probabilities over the gloss vocabulary. We convert them into a soft gloss embedding by taking the expectation over a learned gloss embedding table. The resulting embedding is passed through a projection MLP and added to the flow-head memory. During training, the contribution of this semantic conditioning path is multiplied by a curriculum weight that linearly increases to its final value.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:28:34.459124
fae7a60e-f082-4cce-a698-c034a7b8a5b5,53c60429-6b65-49f1-ae1a-2bd6a754d822,9c80fe8a-ff3c-49d0-bd81-647b7ab142a8,2605.15298,PhysBrain 1.0 Technical Report,cs.RO,Real-World Experiments,How is the dual-pathway architecture of PhysBrain 1.0 configured and optimized during post-training for adaptation to the Franka robot embodiment?,"During post-training, the general pathway of the dual-pathway architecture is frozen, while the embodied pathway is fine-tuned on the collected Franka trajectory distribution. Additionally, a flow-matching action decoder is optimized to predict continuous end-effector motions in the Franka action space.","To validate the transferability of PhysBrain 1.0's physical priors to real-world robot control, we conducted extensive experiments on a Franka Research 3 robot arm equipped with a Robotiq 2F-85 parallel-jaw gripper. The experiments focus on tabletop vegetable grasping tasks, which require fine-grained physical understanding of object geometry, material properties, and contact dynamics. The robot is mounted in front of a table where various vegetables are placed. The workspace includes common items such as eggplants, carrots, cucumbers, potatoes, tomatoes, romaine lettuce, and Chinese cabbage. Each object category presents distinct physical challenges: smooth surfaces (eggplants, tomatoes), irregular shapes (carrots, potatoes), deformable structures (romaine lettuce, Chinese cabbage), and varying stiffness (cucumbers vs.~ripe tomatoes). Two Intel RealSense D435i cameras provide RGB observations: one mounted as an external viewpoint overlooking the workspace, and another mounted on the robot wrist for close-up observation during manipulation. The Franka Research 3 robot with a Robotiq 2F-85 gripper is positioned in front of a tabletop workspace with various vegetables. Two Intel RealSense D435i cameras provide RGB observations: one external viewpoint and one wrist-mounted viewpoint for close-up observation during manipulation. (a) Front view of the robot arm. (b) Rear-side view showing the workspace layout. For each vegetable category, we collected 50 demonstration trajectories using a SpaceMouse to control the 6-DoF end-effector pose. The human operator guides the robot arm to grasp the object from various initial poses and orientations, ensuring coverage of diverse grasp configurations. All demonstrations are recorded in the LeRobot 3.0 data format, which provides a standardized structure for robot learning datasets. Each trajectory includes end-effector poses, gripper states, and synchronized RGB observations from both external and wrist-mounted cameras. In total, we collected 450 trajectories across 9 object categories: Chinese cabbage, carrot, cucumber, eggplant, onion, potato, pumpkin, tomato, and romaine lettuce. We performed post-training on the collected real-world data to adapt PhysBrain 1.0 to the Franka embodiment. The post-training follows the same dual-pathway architecture described in Section~, with the general pathway frozen and the embodied pathway fine-tuned on the Franka trajectory distribution. The flow-matching action decoder is optimized to predict continuous end-effector motions in the Franka action space. All real-world evaluations use a single post-trained policy across object categories and long-horizon instructions, rather than training separate specialist models for individual vegetables or tasks. We report task success rate over 50 independent trials per task. For single-object grasping, a trial is counted as successful when the robot grasps and lifts the target object into a stable hold. For long-horizon tasks, a trial is counted as successful only when the policy completes the full instruction over the requested set of vegetables. In addition to single-object grasping, we evaluate the model on long-horizon abstract tasks that require multi-step reasoning and instruction following. For example, given the instruction ``pick up all the green vegetables and put them into the brown basket,'' the model must identify green vegetables (Chinese cabbage, cucumber, and romaine lettuce), plan a sequence of grasping and placing actions, and execute them in the correct order. We also evaluate an orange-vegetable instruction involving pumpkin and carrot. These tasks test the model's ability to decompose high-level instructions into executable action sequences while maintaining spatial awareness of the scene.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:28:57.204172
a108de2e-5ecd-4ccd-9c5c-96c1cb686805,dec938b9-ad0b-45b7-9892-a990183d8a2b,9c80fe8a-ff3c-49d0-bd81-647b7ab142a8,2605.15298,PhysBrain 1.0 Technical Report,cs.RO,Introduction,How does PhysBrain 1.0 mitigate the risk of catastrophic forgetting and vision-language capability erosion during VLM-to-VLA transfer?,"PhysBrain 1.0 mitigates this risk by assigning robot trajectories a narrower, deliberate role focused solely on embodiment-specific adaptation after the model has acquired physical priors from human interaction data. Architecturally, it preserves a stable general pathway during VLA training, keeps control sensitive to language to avoid purely visual shortcuts, and layers robot adaptation on top of the pre-trained base model.","Recent vision-language-action (VLA) systems have shown that large multimodal models can be adapted to robot control, but much of the field is still organized around one dominant training logic: collect robot trajectories, fit action policies, and scale the system by increasing the amount of robot interaction data. This route has produced important progress, yet it also narrows the source of embodied capability to expensive, platform-dependent trajectory collection. More importantly, fitting trajectories alone does not guarantee that the model has learned the physical regularities that support robust action under changes in viewpoint, scene layout, object state, or task composition. PhysBrain 1.0 explores a different premise. We argue that embodied intelligence training should move from toward . Rather than scaling a more general embodied policy purely through robot trajectories, PhysBrain 1.0 first builds a general multimodal model with stronger physical understanding, and only then adapts it to embodied control. This shift in training logic also requires a different source of data. To move beyond expensive human-teleoperated robot trajectories whose coverage is limited by platform, scene diversity, and collection budget, PhysBrain 1.0 turns to large-scale human first-person video as an alternative source of supervision. Compared with robot datasets, egocentric human video is easier to obtain, broader in coverage, and naturally centered on interaction with the physical world. It repeatedly exposes contact, reachability, object state change, tool use, spatial constraint, and multi-step task structure. These patterns are closely aligned with the kinds of physical regularities that VLA systems must ultimately reason about. Human first-person data are promising, but raw human video is not yet embodied supervision. By itself, it does not provide the explicit signals that a model can directly use for physical reasoning and action-oriented understanding. To address the first question, PhysBrain 1.0 introduces a schema-driven data annotation pipeline that first extracts structured scene meta-information and then uses it to generate physically grounded QA. The central design choice is to make the latent physical factors explicit before supervision is produced: what objects are present, how they are arranged, how their spatial relations evolve during manipulation, which actions are physically feasible, and how local execution supports a broader task objective. In this sense, the data engine compiles video into meta records over scene elements, spatial dynamics, execution process, and depth-aware relations, and then turns those records into natural-language question-answer supervision. Once this data engine has been used to construct large-scale supervision and train a stronger base VLM, the second question becomes how to transfer those physics-based priors effectively into downstream robot control. Prior VLM-to-VLA studies have already shown both the opportunity and the risk of this route: multimodal models can be adapted into robot policies, but imitation-dominated post-training can also erode the original vision-language capability and lead to catastrophic forgetting~. PhysBrain 1.0 addresses this problem by assigning robot trajectories a narrower and more deliberate role. They remain important, but they are not treated as the sole source of embodied capability. Instead, the model first acquires stronger physical understanding from human interaction data, and then uses a limited amount of robot data for embodiment-specific adaptation. The architecture is designed accordingly: it preserves a stable general pathway during VLA training, keeps control sensitive to language rather than collapsing into a purely visual shortcut, and layers robot adaptation on top of a model that already carries stronger physical priors. Empirically, this training logic yields strong results on both multimodal understanding and embodied control benchmarks. PhysBrain 1.0 performs well on ERQA~, PhysBench~, MME~, MMMU~, OCRBench~, RealWorldQA~, and TextVQA~ on the VLM side, and on SimplerEnv-WidowX, SimplerEnv-GoogleRobot~, LIBERO~, and RoboCasa-GR1~ on the VLA side. Our main contributions are fourfold. First, we present a scalable annotation pipeline that transforms human first-person interaction video into structured",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:29:05.585819
ac91450b-4dee-4f9c-880c-c9bd3c40da2a,8512bc5f-f8e5-4763-a1e2-91731cc97f71,9c80fe8a-ff3c-49d0-bd81-647b7ab142a8,2605.15298,PhysBrain 1.0 Technical Report,cs.RO,PhysBrain 1.0 Data Engine,"What specific verification and coordinate mapping steps does the PhysBrain 1.0 pipeline perform during depth processing at the object-grounding interface, and how are failures handled?","During depth processing, the pipeline first verifies that the depth file exists, the sampled image exists, and the depth array can be loaded. It then reads the original image size and depth-map shape, maps the object center from image coordinates to depth-map coordinates using image-to-depth scale factors, bounds the index, and samples the depth value. If verification fails, the pipeline writes sentinel depth values and a non-success status, which allows downstream QA generation to bypass depth-dependent questions while still utilizing other valid scene information.","Quality control is applied at the interfaces between annotation stages rather than only as a final cleanup step. Each stage produces an intermediate record with required fields, parseable structure, and explicit status information. This design does not make large-scale video annotation noise-free, but it turns many common failures into detectable cases: missing frames, invalid JSON, incomplete records, absent depth files, unreadable depth maps, or examples without valid object grounding. Before scene meta-information extraction, clips are filtered by segment quality and motion scores so that low-information or visually unstable segments are less likely to enter the annotation pool. During extraction, the annotator is constrained to fill a fixed set of evidence-oriented fields, including , , and . The role of these constraints is not to assume that a textual instruction such as ``do not hallucinate'' is sufficient. Rather, the schema narrows what can be accepted as a valid intermediate record: the output must be parseable as JSON, must contain the expected fields, and must express physical content through visible scene elements, spatial changes, and action execution. Records that fail parsing, lack usable images, exceed generation limits, or return extraction errors are assigned failure statuses instead of being silently passed to QA generation. Depth processing adds another set of checks at the object-grounding interface. For each grounded object, the pipeline verifies that the corresponding depth file exists, that the sampled image exists, and that the depth array can be loaded. It then reads the original image size and the depth-map shape, maps the object center from image coordinates into depth-map coordinates using the image-to-depth scale factors, bounds the resulting index inside the depth map, and samples the depth value at the mapped location. If the depth file is missing, the source image is missing, or the depth array cannot be loaded, the example is written with sentinel depth values and a non-success such as , , or . Downstream QA generation can then avoid depth-dependent questions for these examples while still using other valid scene information when appropriate. These checks reduce the probability that malformed or unsupported intermediate artifacts become final supervision. They do not eliminate all semantic noise or all depth-estimation errors, but they make the failure modes more visible and easier to filter. As a result, the final QA can remain free-form and linguistically diverse, while its physical content is tied to source records that have passed a set of structural and modality-specific checks.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:29:13.150851
415cacce-b7b8-44c5-a422-61c50df62887,27dce191-ba80-4686-b41b-ca325ac02b98,9c80fe8a-ff3c-49d0-bd81-647b7ab142a8,2605.15298,PhysBrain 1.0 Technical Report,cs.RO,Conclusion,"According to the PhysBrain 1.0 technical report, how does the data engine process human first-person interaction videos to generate model supervision, and what four architectural components are utilized to transfer these resulting priors into robot control?","The data engine first parses human first-person interaction videos into explicit records covering scene elements, spatial dynamics, action execution, and depth-aware relations. These structured records are then used to generate diverse natural-language QA across spatial, temporal, embodied, and general multimodal capabilities to serve as model supervision. Finally, the architecture transfers these acquired priors into robot control using a physically informed base model, a capability-preserving adaptation design, a language-aware action objective, and a continuous action decoder.","PhysBrain 1.0 presents a training strategy for embodied foundation models built around the principle of understanding first and action next. Rather than treating larger robot trajectory collections as the only path to stronger embodied control, PhysBrain 1.0 first converts human first-person interaction video into physically grounded supervision and uses it to strengthen the base VLM's understanding of objects, space, depth, dynamics, planning, and execution. The technical contribution of the data engine is to separate structured scene meta-information from final model supervision. Human video is first parsed into explicit records over scene elements, spatial dynamics, action execution, and depth-aware relations; these records are then used to generate diverse natural-language QA across spatial, temporal, embodied, and general multimodal capabilities. The architecture then transfers these priors into robot control through a physically informed base model, a capability-preserving adaptation design, a language-aware action objective, and a continuous action decoder. PhysBrain 1.0 emphasizes a pragmatic view of robot data efficiency. Robot trajectories are still essential, but their role shifts from being the sole source of embodied capability to being the adaptation layer that maps human-derived physical priors onto a specific embodiment and action space. This suggests a broader direction for future embodied AI systems: before scaling action imitation, it is important to scale the model's understanding of the physical world in which those actions must be executed.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:29:18.848436
9557b361-17d4-4dce-8ffb-aa2fd37714aa,ad4d782e-0c45-4471-be05-651a7048c60e,9c80fe8a-ff3c-49d0-bd81-647b7ab142a8,2605.15298,PhysBrain 1.0 Technical Report,cs.RO,PhysBrain 1.0 Data Engine,"In the PhysBrain 1.0 data engine, how are video clips filtered during the first stage, and what specific roles do the different data subsets play in the training curriculum?","In the first stage, video clips are filtered using visual-quality scores and camera-motion scores derived from VGGT-derived camera parameters, retaining only those with sufficient quality and bounded camera shake. In the training curriculum, the scene meta-information extraction makes physical content explicit, depth augmentation enriches 3D and metric spatial grounding, QA generation converts extracted source information into trainable natural-language supervision, and general-purpose multimodal data preserves broad vision-language competence.","The training corpus for PhysBrain 1.0 is assembled in stages rather than from a single static dataset. The first stage focuses on egocentric sources such as Ego4D~, BuildAI~, and EgoDex~, where clips are segmented from first-person human interaction videos and converted into structured scene meta-information. Before annotation, clips are filtered with both visual-quality scores and camera-motion scores. In practice, camera motion is estimated from VGGT-derived camera parameters~ and summarized as a motion score; segments with sufficient visual quality and bounded camera shake are retained, while low-quality or unstable clips are removed before meta-information extraction. The second stage expands the re-annotation process to sources such as EPIC~, and SEA-Small~, with a stronger emphasis on physical reasoning: the objective is no longer only to identify what action occurs, but to organize the clip into objects, physical properties, spatial relations, depth cues, state changes, and action-relevant dynamics. A later stage uses these meta-information records to generate free-form VQA supervision across capability families, including depth-aware spatial reasoning, temporal understanding, embodied planning, fine-grained perception, and general multimodal reasoning. In addition, general multimodal data such as FineVision are mixed during training as auxiliary retention data rather than re-labeled from scratch. This staged construction matters for the final narrative. PhysBrain 1.0 does not treat all human data as interchangeable. Different subsets serve different roles: scene meta-information extraction makes the physical content explicit, depth augmentation enriches 3D and metric spatial grounding, QA generation turns the extracted source information into trainable natural-language supervision, and general-purpose multimodal data help preserve broad vision-language competence. Together they form a curriculum for physical commonsense injection rather than a flat collection of video descriptions.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:29:26.318297
86fddd99-127e-4704-b1b0-33f269b4f021,5dc3a0cb-f98e-47c9-861d-c34b52367e46,43c15196-3bcd-44d7-bbd7-94eb873ad639,2605.15613,Toward LLMs Beyond English-Centric Development,cs.CL,Effectiveness and Efficiency of Continual Pre-training,"According to the excerpt, how does the cost-performance trend of continual pre-training in a target language compare to training from scratch when focusing specifically on the training cost allocated to that target language?","When focusing specifically on the training cost spent on the target language, performance improvements are proportional to the logarithmic scale of that specific training cost. This indicates that the gains from continual pre-training arise solely from the additional training cost allocated to the target language. Consequently, the cost-performance trend of continual pre-training scales approximately the same as training from scratch for the target language.","in Figure (a), the scores on the Japanese portions of language-agnostic benchmarks improve linearly with respect to the logarithmic scale of the total training cost. This result implies that continual pre-training with the target language does not have a substantial impact on the performance of language-agnostic benchmarks for the target language. On the other hand, Figure (b) shows that continual pre-training models achieve substantial improvements on the Japanese cultural understanding benchmarks when evaluated in terms of the total training cost. Based on this figure, continual pre-training appears to be a remarkably cost-efficient approach when considering only the total training cost. In contrast, when we focus on the training cost specifically spent on Japanese, Figure (c) indicates that improvements are proportional to the logarithmic scale of the training cost for Japanese. Thus, the gains obtained through continual pre-training arise only from the additional training cost allocated to Japanese. In other words, the cost-performance trend of continual pre-training follows approximately the same scaling as training from scratch for the target language.",porownawcze,gemini-3.5-flash,ok,2026-05-31 19:30:35.386210
ddf5c34d-3108-4e45-b95c-902d17705c63,a1610e2f-c4f3-4ce3-a004-d22fbc008c76,43c15196-3bcd-44d7-bbd7-94eb873ad639,2605.15613,Toward LLMs Beyond English-Centric Development,cs.CL,Discussion,"According to the excerpt, why are standard language-agnostic benchmarks often not truly language-independent, and what methodological approach do the authors recommend to address this issue?","Language-agnostic benchmarks are often not truly independent because their reasoning datasets are initially created in English and subsequently translated into other languages, which implicitly embeds English or Western-centric concepts and biases. To address and mitigate these cultural biases, the authors recommend developing diverse, culture-specific benchmarks alongside language-agnostic benchmarks, rather than focusing solely on performance improvements in the latter.","Based on the findings from Sections and , performance on language-agnostic benchmarks is likely to continue improving under recent English-centric LLM development, as such performance primarily depends on the total training cost. Furthermore, previous studies have shown that LLMs can improve performance on language-agnostic benchmarks by prompting the model to think in the predominant language, i.e., English, rather than by explicitly learning each language~. As a result, there is limited incentive to incorporate large amounts of non-English data into LLM training when the objective is solely to improve performance on language-agnostic benchmarks. Consequently, LLMs tend to exhibit weaker cultural understanding for languages that are not major in their training corpora. Moreover, it is worth questioning whether language-agnostic benchmarks are truly language-independent. In common benchmark construction pipelines, reasoning task datasets are first created in English and then translated into multiple languages. Thus, these benchmarks are implicitly influenced by English (or Western-centric) concepts. In fact, reported that the MMLU dataset contains questions biased toward Western cultural perspectives, such as and . As LLMs are becoming foundational tools for a wide range of applications, it is undesirable for them to embed strong cultural biases. To better understand and mitigate such biases, we emphasize the importance of developing diverse culture-specific benchmarks in addition to language-agnostic benchmarks. At a minimum, our findings encourage consideration beyond improvements on language-agnostic benchmarks alone.",metodologiczne,gemini-3.5-flash,ok,2026-05-31 19:31:04.994296
